--------- beginning of main
10-19 17:19:22.507 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:27.012  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.onActivate():120 
10-19 17:19:27.013  5589  5589 I LanguagePromoExtension: LanguagePromoExtension.checkDisplayPreconditions():174 Not show language promo: exceeds the max display times.
10-19 17:19:27.013  5589  5589 I NewLanguagePromptExtension: NewLanguagePromptExtension.onActivate():189 Not activated NewLanguagePromptExtension: not a normal text input box.
10-19 17:19:27.014  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020497, callback=cgp@d2331f2, lastModifier=2, keyCodes=[56], actions=[0]}
10-19 17:19:27.014  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020497, callback=cgp@cbe2ff9, lastModifier=0, keyCodes=[317], actions=[0]}
10-19 17:19:27.014  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020497, callback=cgp@276a12a, lastModifier=2, keyCodes=[56], actions=[0]}
10-19 17:19:27.014  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020497, callback=cgp@4c0f291, lastModifier=0, keyCodes=[317], actions=[0]}
10-19 17:19:27.014  5589  5589 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.cancelShutdown():109 cancelShutdown()
10-19 17:19:27.014  5589  5589 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.syncLanguagePacks():121 syncLanguagePacks()
10-19 17:19:27.014  5589  5589 I VoiceInputManager: VoiceInputManager.onKeyboardActivated():1173 onKeyboardActivated() [UD]
10-19 17:19:27.014  5589  5589 I PkModeUpdater: PkModeUpdater.onActivate():74 onActivate false true
10-19 17:19:27.014  5589  5589 I AccessoryInputModeManager: AccessoryInputModeManager.onModeStarted():318 Accessory input mode started: null
10-19 17:19:27.014  5589  6558 I SpeechFactory: SpeechRecognitionFactory.maybeScheduleAutoPackDownloadForFallback():217 maybeScheduleAutoPackDownloadForFallback()
10-19 17:19:27.014  5589  6558 I FallbackOnDeviceRecognitionProvider: FallbackOnDeviceRecognitionProvider.maybeScheduleAutoPackDownload():205 maybeScheduleAutoPackDownload() for language tag en-US
10-19 17:19:27.014  5589  5589 W SupplementaryKeyboardsWrapper: SupplementaryKeyboardsWrapper.deactivateKeyboard():161 keyboard accessory_candidates_consumer is not activated before!
10-19 17:19:27.015  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:27.015  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.015  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.015  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:27.015  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.015  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.015  5589  5589 W ExtensionWrapper: ExtensionWrapper.setExtensionViewVisibility():811 interface mas is not activate
10-19 17:19:27.016  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
10-19 17:19:27.016  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020501, callback=cgp@f165838, lastModifier=2, keyCodes=[48], actions=[0]}
10-19 17:19:27.016  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020501, callback=cgp@37662c9, lastModifier=2, keyCodes=[48], actions=[0]}
10-19 17:19:27.016  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020501, callback=cgp@ef5f302, lastModifier=2, keyCodes=[48], actions=[0]}
10-19 17:19:27.016  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020501, callback=cgp@11a8da, lastModifier=2, keyCodes=[48], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020497, callback=cgp@3ae05a, lastModifier=2, keyCodes=[56], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020497, callback=cgp@958df81, lastModifier=0, keyCodes=[317], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020497, callback=cgp@bac7932, lastModifier=2, keyCodes=[56], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020497, callback=cgp@e609039, lastModifier=0, keyCodes=[317], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020502, callback=cgp@1d520b2, lastModifier=2, keyCodes=[32], actions=[0]}
10-19 17:19:27.017  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020502, callback=cgp@a15fc8a, lastModifier=2, keyCodes=[32], actions=[0]}
10-19 17:19:27.018  5589  5589 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():221 Unregister key sequence nfz{labelResId=2132020502, callback=cgp@f625298, lastModifier=2, keyCodes=[32], actions=[0]}
10-19 17:19:27.018  5589  5589 I HardKeyTracker: HardKeyTracker.registerKeySequence():170 Register key sequence nfz{labelResId=2132020502, callback=cgp@b4c26cf, lastModifier=2, keyCodes=[32], actions=[0]}
10-19 17:19:27.019  5589  5589 I StylusModule: StylusModule.onUpdateToolType():800 Update tool type = 1
10-19 17:19:27.019  5589  5589 I StylusModule: StylusModule.onUpdateToolType():800 Update tool type = 1
10-19 17:19:27.030  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:27.030  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.030  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.030  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:27.030  5589  5589 I WindowMetricsNotification: WindowMetricsNotification.notifyWithWindow():166 
10-19 17:19:27.030  5589  5589 I WindowMetricsNotification: WindowMetricsNotification.notify():159 pfu[bounds=Rect(0, 105 - 1080, 2392), insets=Rect(0, 0 - 0, 116), densityDpi=440, smallestScreenWidthDp=393, displayWidth=1080, displayHeight=2392, xdpi=387.43, ydpi=387.43, isTrustable=true, displayId=0]; DisplayMetrics{density=2.75, width=1080, height=2392, scaledDensity=2.75, xdpi=387.43, ydpi=387.43}
10-19 17:19:27.036  5589  5589 I StylusModule: StylusModule.onUpdateToolType():800 Update tool type = 1
10-19 17:19:27.037  5589  5589 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():325 onKeyboardViewShown: keyboardType=prime, keyboardViewType=HEADER keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{9a4bdd2 V.E...... ........ 0,0-1080,121}
10-19 17:19:27.037  3458  3458 V InlinePresentationRendererServiceImpl: onRenderSuggestion: width=-2, height=-2
10-19 17:19:27.037  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.040  5589  5589 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():325 onKeyboardViewShown: keyboardType=prime, keyboardViewType=BODY keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{84bc248 V.E...... ........ 0,0-1080,580}
10-19 17:19:27.040  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.040  5589  5589 I GlobeKeyExtension: GlobeKeyExtension$1.onKeyboardViewShown():72 maybeDisableLanguageSwitchKeyPref when the keyboard is shown
10-19 17:19:27.040  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.maybeDisableLanguageSwitchKeyPref():200 maybeDisableLanguageSwitchKeyPref hasGlobeKeyBeenDisabled: false, shouldDisableLanguageSwitchKey: false
10-19 17:19:27.040  5589  5589 I NewLanguagePromptExtension: NewLanguagePromptExtension$1.onKeyboardViewShown():88 Not show new language banner: not prime keyboard, or the extension not activated.
10-19 17:19:27.041  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:27.041  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.041  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.042  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:27.042  3458  3458 V InlineSuggestionRenderService: width=-2, height=-2, measuredSize=472x121
10-19 17:19:27.053  3458  3458 V InlinePresentationRendererServiceImpl: onRenderSuggestion: width=-2, height=-2
10-19 17:19:27.055  3458  3458 V InlineSuggestionRenderService: width=-2, height=-2, measuredSize=476x121
10-19 17:19:27.064  1870  1976 D AutofillSession: onShown(): 2, 1
10-19 17:19:27.065  3458  3458 D ViewRootImpl: AppSizeAfterRelayout, size: Point(472, 121), rotation: ROTATION_0
10-19 17:19:27.065  3458  3458 D BufferQueueConsumer: [](id:d82000001db,api:0,p:-1,c:3458) connect: controlledByApp=false
10-19 17:19:27.066  3458  3458 D BLASTBufferQueue: [VRI[]#475](f:0,a:0) constructor()
10-19 17:19:27.066  3458  3458 D BLASTBufferQueue: [VRI[]#475](f:0,a:0) update width=472 height=121 format=-2 mTransformHint=0
10-19 17:19:27.069  3458  3458 D ViewRootImpl: AppSizeAfterRelayout, size: Point(476, 121), rotation: ROTATION_0
10-19 17:19:27.070  3458 31463 D BLASTBufferQueue: [VRI[]#475](f:0,a:1) acquireNextBufferLocked size=472x121 mFrameNumber=1 applyTransaction=true mTimestamp=637937621834869(auto) mPendingTransactions.size=0 graphicBufferId=14851996912893 transform=0
10-19 17:19:27.071  3458  3458 D BufferQueueConsumer: [](id:d82000001dc,api:0,p:-1,c:3458) connect: controlledByApp=false
10-19 17:19:27.072  3458  3458 D BLASTBufferQueue: [VRI[]#476](f:0,a:0) constructor()
10-19 17:19:27.072  3458  3458 D BLASTBufferQueue: [VRI[]#476](f:0,a:0) update width=476 height=121 format=-2 mTransformHint=0
10-19 17:19:27.075  3458 31463 D BLASTBufferQueue: [VRI[]#476](f:0,a:1) acquireNextBufferLocked size=476x121 mFrameNumber=1 applyTransaction=true mTimestamp=637937626889638(auto) mPendingTransactions.size=0 graphicBufferId=14851996912900 transform=0
10-19 17:19:27.079  5589  5589 I ProactiveSuggestionsHolderManager: ProactiveSuggestionsHolderManager$2.display():195 Requesting to show proactive suggestions: AUTO_FILL PREEMPTIVE_WITH_SUPPRESSION
10-19 17:19:27.082  5589  5589 D BufferQueueConsumer: [](id:15d50000082f,api:0,p:-1,c:5589) connect: controlledByApp=false
10-19 17:19:27.082  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2095](f:0,a:0) constructor()
10-19 17:19:27.082  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2095](f:0,a:0) update width=770 height=121 format=-2 mTransformHint=0
10-19 17:19:27.084  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 770, arg2: 121, arg3: 5589, arg4: 105641, name: com.google.android.inputmethod.latin
10-19 17:19:27.085  5589  5589 I ProactiveSuggestionsHolderManager: ProactiveSuggestionsHolderManager$Holder.setSuggestionsAndShow():898 succeed to show proactive suggestions AUTO_FILL PREEMPTIVE_WITH_SUPPRESSION
10-19 17:19:27.091  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:27.091  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.091  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:27.092  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:27.095  5589  5589 D BufferQueueConsumer: [](id:15d500000830,api:0,p:-1,c:5589) connect: controlledByApp=false
10-19 17:19:27.095  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2096](f:0,a:0) constructor()
10-19 17:19:27.095  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2096](f:0,a:0) update width=476 height=121 format=-2 mTransformHint=0
10-19 17:19:27.097  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 476, arg2: 121, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.100  5589  5657 D BLASTBufferQueue: [SurfaceView[InputMethod]#2096](f:0,a:1) acquireNextBufferLocked size=476x121 mFrameNumber=1 applyTransaction=true mTimestamp=637937651763100(auto) mPendingTransactions.size=0 graphicBufferId=24004572224451 transform=0
10-19 17:19:27.102  5589  5589 D BufferQueueConsumer: [](id:15d500000831,api:0,p:-1,c:5589) connect: controlledByApp=false
10-19 17:19:27.102  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2097](f:0,a:0) constructor()
10-19 17:19:27.102  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2097](f:0,a:0) update width=472 height=121 format=-2 mTransformHint=0
10-19 17:19:27.104  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 472, arg2: 121, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.106  5589  5657 D BLASTBufferQueue: [SurfaceView[InputMethod]#2097](f:0,a:1) acquireNextBufferLocked size=472x121 mFrameNumber=1 applyTransaction=true mTimestamp=637937657387176(auto) mPendingTransactions.size=0 graphicBufferId=24004572224452 transform=0
10-19 17:19:27.108  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 238, arg2: 13, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.108  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 236, arg2: 13, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.109  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 770, arg2: 121, arg3: 5589, arg4: 105641, name: com.google.android.inputmethod.latin
10-19 17:19:27.114  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 288, arg2: 35, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.126  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 332, arg2: 55, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.141  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 372, arg2: 73, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.160  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 402, arg2: 87, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.161  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 284, arg2: 35, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.176  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 430, arg2: 101, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.177  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 330, arg2: 55, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.194  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 450, arg2: 109, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.195  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 368, arg2: 73, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.210  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 464, arg2: 117, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.211  1870  6192 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 398, arg2: 87, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.226  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 474, arg2: 121, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.227  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 426, arg2: 101, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.243  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 476, arg2: 121, arg3: 5589, arg4: 106142, name: com.google.android.inputmethod.latin
10-19 17:19:27.244  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 446, arg2: 109, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.260  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 460, arg2: 117, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
10-19 17:19:27.276  1870  2929 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 470, arg2: 121, arg3: 5589, arg4: 106140, name: com.google.android.inputmethod.latin
